city,state,shape,duration,date_time,lon,lat
Franklin,WI,fireball,1 minute,2020-04-15T19:45:00,-88.0096,42.8869
Plano,TX,light,20 minutes,2020-04-15T05:00:00,-96.74114607190413,33.04812150466045
Wichita,KS,light,~10 minutes,2020-04-15T05:57:00,-97.32954010327022,37.696397848537
Peoria,AZ,unknown,25 minutes,2020-04-15T20:20:00,-112.24664203655352,33.65789817232376
Glendale,AZ,sphere,3 minutes,2020-04-15T20:30:00,-112.19439241773964,33.57603490701001
Phoenix,AZ,light,8 minutes plus,2020-04-15T20:30:00,-112.04946,33.535380550607286
Skaneateles,NY,light,3 minutes,2020-04-15T20:20:00,-76.3563,42.9051
Santee,CA,light,20 minutes,2020-04-15T20:30:00,-116.99605163398692,32.85552156862745
Phoenix,AZ,other,10 minutes,2020-04-15T20:30:00,-112.04946,33.535380550607286
Hesperia,CA,circle,5 minutes,2020-04-15T20:34:00,-117.31703684210528,34.3767545112782
Burbank,CA,light,15 minutes,2020-04-15T21:00:00,-118.31696066565809,34.151642662632376
Port Aransas,TX,circle,3-5 seconds,2020-04-15T21:00:00,-97.1161,27.7593
Chandler,AZ,light,5 minutes,2020-04-15T20:31:00,-111.8650639275766,33.29885793871866
Hiram,GA,cone,4 minutes,2020-04-15T21:24:00,-84.7654,33.8602
Fresno,CA,circle,15 minutes,2020-04-15T21:25:00,-119.78947053333331,36.78825093333334
Wimberley,TX,light,1 hour,2020-04-15T21:30:00,-98.1179,30.0279
Prince George,BC,formation,1 hour,2020-04-15T22:00:00,-122.85669027777776,53.84763564814815
Shirley,MA,circle,Hours,2020-04-15T22:01:00,-71.6367,42.5801
Sandy,OR,circle,90 plus minutes,2020-04-15T22:15:00,-122.17499999999998,45.3843
Sandy,OR,light,All night,2020-04-15T22:30:00,-122.17499999999998,45.3843
Brevard,NC,light,10 minutes,2020-04-15T22:30:00,-82.7897,35.1698
Calgary,AB,oval,15 minutes,2020-04-15T23:00:00,-114.05744246242264,51.04237871352785
Toronto,ON,sphere,45 minutes (approximately,2020-04-15T23:30:00,-79.414188349018,43.67588634410802
Warner Robins,GA,unknown,25 minutes,2020-04-15T23:30:00,-83.63209333333333,32.59603047619048
Saint Clair Shores,MI,oval,3-4 seconds,2020-04-16T00:55:00,-82.89567558139535,42.49333837209302
Amarillo,TX,triangle,Few seconds,2020-04-16T01:00:00,-101.86299179566564,35.1857520123839
Petoskey,MI,unknown,27 minutes,2020-04-16T10:05:00,-84.915,45.3449
Palm Springs,CA,light,3 minutes,2020-04-16T09:00:00,-116.53537286821704,33.80016511627907
Fort Worth,TX,circle,10 minutes,2020-04-16T09:10:00,-97.34710441097364,32.757366003227546
Boise,ID,light,20 minutes,2020-04-16T10:00:00,-116.24467802303263,43.61444520153551
Hopkins,MI,circle,10 minutes,2020-04-16T10:30:00,-85.7212,42.618
Antioch,CA,unknown,10 minutes,2020-04-16T16:10:00,-121.7887855513308,37.98853003802281
Vancouver,BC,circle,2 minutes,2020-04-16T17:30:00,-123.11223982257268,49.26892572695909
Rathdrum,ID,circle,15+,2020-04-16T18:00:00,-116.883,47.848
Murrieta,CA,light,20 minutes,2020-04-16T20:00:00,-117.25136935866983,33.55866437054632
Altadena,CA,light,1 hour,2020-04-16T20:30:00,-118.13614845360826,34.200388659793816
Joplin,MO,light,10 minutes,2020-04-16T20:45:00,-94.49683956834532,37.07995251798561
Citrus Heights,CA,formation,1 hour,2020-04-16T21:00:00,-121.29238225352114,38.693050422535215
Fontana,CA,light,15 minutes,2020-04-16T21:00:00,-117.45998511904762,34.121670833333326
Atoka,OK,formation,15 minutes,2020-04-16T21:00:00,-96.1918,34.3726
Thousand Oaks,CA,light,20 minutes,2020-04-16T21:00:00,-118.84774873239436,34.20418422535211
Wapato,WA,light,15 minutes,2020-04-16T21:00:00,-120.5173,46.4512
Alhambra,CA,circle,20 minutes,2020-04-16T21:00:00,-118.13867490909092,34.08404181818182
Bull Shoals,AR,light,1 hour,2020-04-16T21:00:00,-92.5912,36.37
Calabasas,CA,light,Continues,2020-04-16T21:05:00,-118.67330336134454,34.11886554621849
Lansing,MI,disk,1 hour,2020-04-16T21:11:00,-84.57670843373494,42.74380010040161
Van Buren,AR,light,30 minutes,2020-04-16T21:15:00,-94.34692978723405,35.48201702127659
Fresno,CA,circle,10 minutes,2020-04-16T21:15:00,-119.78947053333331,36.78825093333334
Coquille,OR,other,1 hour,2020-04-16T21:15:00,-124.122,43.2049
Snohomish,WA,formation,15 minutes,2020-04-16T21:15:00,-122.03520680851064,47.91181404255319
Sarnia,ON,light,25 minutes,2020-04-16T21:15:00,-82.31983842105264,42.96978578947368
Huntington Beach,CA,unknown,20 seconds,2020-04-16T21:20:00,-118.00499422776912,33.68843322932917
Roseville,MN,light,21 minutes,2020-04-16T21:20:00,-93.1566,45.0061
Brady,TX,light,15 minutes,2020-04-16T21:25:00,-99.3478,31.1451
Strongsville,OH,changing,1 hour,2020-04-16T21:30:00,-81.82501224489796,41.313130612244905
Texarkana,TX,unknown,8 minutes,2020-04-16T21:31:00,-94.14566453900709,33.42745886524823
Gap Mills,WV,light,9 minutes,2020-04-16T21:32:00,-80.3024,37.6004
Texarkana,TX,unknown,8 minutes,2020-04-16T21:31:00,-94.14566453900709,33.42745886524823
Claremore,OK,formation,10 minutes,2020-04-16T21:35:00,-95.60826703296703,36.33805714285714
Leslie,AR,light,10,2020-04-16T21:40:00,-92.5784,35.806
Holyoke,MN,light,40 minutes or more,2020-04-16T21:50:00,-92.4226,46.4554
Muskogee,OK,circle,10 minutes,2020-04-16T21:50:00,-95.35847407407408,35.68955111111111
Greenwood,AR,light,5 minute,2020-04-16T22:00:00,-94.1936,35.2015
Redding,CA,unknown,30 minutes,2020-04-16T22:00:00,-122.35183557692308,40.61143942307693
Eagle Creek,OR,light,10 minutes,2020-04-16T22:00:00,-122.29659999999998,45.3449
St Louis,MO,changing,25+ minutes,2020-04-16T22:00:00,-90.30852769878884,38.62382493417588
Sandy,UT,light,30 minutes,2020-04-16T22:05:00,-111.84603033033034,40.5744996996997
Pontiac,MI,circle,22:29,2020-04-16T22:13:00,-83.28663816793893,42.64913587786259
Lowell,OR,unknown,1 hour,2020-04-16T22:30:00,-122.6927,43.8551
Broken Arrow,OK,circle,10 minutes,2020-04-16T22:40:00,-95.74454621409922,36.033572323759785
Napa,CA,unknown,15 minutes,2020-04-17T08:00:00,-122.19507146464646,38.46812121212121
Pocatello,ID,circle,15,2020-04-17T09:10:00,-112.401161971831,42.87489014084508
Winston,OR,formation,25 minutes,2020-04-17T09:35:00,-123.5043,43.0512
Winston,OR,formation,25 minutes,2020-04-17T09:35:00,-123.5043,43.0512
Roscommon,MI,circle,30 minutes,2020-04-17T10:15:00,-84.6129,44.4669
Gig Harbor,WA,other,10 minutes,2020-04-17T11:00:00,-122.62237777777776,47.32144977777777
Sweet Home,OR,light,30 minutes +,2020-04-17T11:00:00,-122.6959,44.3622
Franklin,TN,light,3 minutes,2020-04-17T19:20:00,-86.88540525059665,35.91850835322196
Cottonwood,AZ,circle,10 minutes,2020-04-17T20:00:00,-112.01179999999998,34.7582
Gresham,OR,light,5 minutes,2020-04-17T20:00:00,-122.40389111111112,45.49032888888889
Phoenix,AZ,light,15 minutes,2020-04-17T20:00:00,-112.04946,33.535380550607286
Peoria,AZ,light,15 minutes,2020-04-17T20:00:00,-112.24664203655352,33.65789817232376
Mount Holly,NC,fireball,1 minute,2020-04-17T20:00:00,-81.0215,35.32350000000001
Sheridan,WY,sphere,15 minutes,2020-04-17T20:05:00,-106.8386,44.7777
Prescott,AZ,circle,30 minutes,2020-04-17T20:00:00,-112.5686275862069,34.63572068965517
Grand Prairie,TX,fireball,15 seconds,2020-04-17T20:20:00,-96.9998393442623,32.70844672131148
Chicago,IL,light,4 minutes,2020-04-17T20:35:00,-87.66801795521089,41.8799124159215
Paonia,CO,light,30 minutes,2020-04-17T21:00:00,-107.5941,38.9557
Salt Lake City,UT,light,42 minutes,2020-04-17T21:00:00,-111.88213884685624,40.704464857813726
North Bend,WA,unknown,1 hour,2020-04-17T21:00:00,-121.543,47.4793
Shoshoni,WY,light,10-15 minutes,2020-04-17T21:00:00,-108.0859,43.2505
Random Lake,WI,other,25 minutes,2020-04-17T21:15:00,-88.0105,43.5717
Salem,OR,light,30 minutes,2020-04-17T21:30:00,-123.00423516160626,44.9412471106758
Kennewick,WA,oval,10 minutes,2020-04-17T21:30:00,-119.162978125,46.17882291666667
Riverton,WY,circle,15 minutes,2020-04-17T21:30:00,-108.0467,42.92
Baldwin,MI,light,45 minutes,2020-04-17T21:30:00,-85.8679,43.9234
Mead,WA,unknown,15 minutes,2020-04-17T21:30:00,-117.2104,47.8345
Tumwater,WA,formation,15-20 minutes,2020-04-17T21:30:00,-122.9093,47.0073
Medford,OR,light,30 minutes,2020-04-17T21:30:00,-122.84606678200691,42.315149480968856
Denver,CO,sphere,5/10,2020-04-17T21:30:00,-104.95934593826682,39.74512637220715
Keswick,ON,diamond,15 minutes,2020-04-17T21:45:00,-79.4663,44.2501
Yelm,WA,light,10 minutes,2020-04-17T21:45:00,-122.606,46.942
Cokato,MN,light,45 minutes,2020-04-17T22:00:00,-94.1801,45.0881
Park Rapids,MN,light,15 minutes,2020-04-17T22:00:00,-95.0898,46.9967
Roseburg,OR,sphere,30 minutes,2020-04-17T22:00:00,-123.38484285714289,43.2175
Roseau,MN,light,30 minutes,2020-04-17T22:00:00,-95.7904,48.7699
North plains,OR,light,10 minutes,2020-04-17T22:00:00,-123.0262,45.6777
Eagle Creek,OR,circle,35 minutes,2020-04-17T22:00:00,-122.29659999999998,45.3449
Wendell,MN,light,20 minutes,2020-04-17T22:30:00,-96.1617,46.0362
Seminole,OK,light,20 minutes,2020-04-17T22:45:00,-96.63644,35.24316666666667
Seattle,WA,circle,30,2020-04-17T22:35:00,-122.3260283459596,47.60904638888889
Toronto,ON,light,15 minute,2020-04-17T00:00:00,-79.414188349018,43.67588634410802
Wilmington,NC,other,30 seconds,2020-04-18T02:16:00,-77.87846768642447,34.23837495219885
Niles,MI,light,15 minutes,2020-04-18T10:00:00,-86.2164,41.8439
Payson,AZ,cigar,1 minute,2020-04-18T18:40:00,-111.17804642857143,34.196667857142856
Santa Rosa,CA,light,2 hours,2020-04-18T20:00:00,-122.71790012406947,38.45256501240695
Redding,CA,unknown,15,2020-04-18T20:35:00,-122.35183557692308,40.61143942307693
Bishop,CA,circle,25 minutes,2020-04-18T20:35:00,-118.31717241379312,37.496172413793104
College Place,WA,light,30 minutes,2020-04-18T20:40:00,-118.4088,46.0447
Colville,WA,sphere,10 minutes,2020-04-18T20:35:00,-117.7527,48.6791
Goldendale,WA,light,15 minutes,2020-04-18T21:00:00,-120.7685,45.8436
Antioch,CA,light,5-10 minutes,2020-04-18T20:30:00,-121.7887855513308,37.98853003802281
Roseville,CA,circle,10 minutes,2020-04-18T20:45:00,-121.3107662202381,38.76717395833333
Louisville,KY,circle,2 minutes,2020-04-18T20:48:00,-85.68918456444217,38.21121446765155
